code,venue,roll
CH419,5306,"230107086, 230107087, 230107088, 230107091, 230107098, 230107099, 230107100, 230107101, 230107103, 230107104, 230107105, 230107106, 230107107, 230107108, 230107109, 230108009, 230108012, 230108015, 230108019, 230108021, 230108022, 230108028, 230108038, 230108041, 230108044"
CH419,5401,"230108046, 230108048, 230108054, 230108057, 230108061, 230108064, 230108068, 230108069, 230108070, 230108072, 230108075, 230108078, 230108079, 230108080, 230121007, 230121017, 230121018, 230121023, 230121026, 230121030, 230121031, 230121033, 230121034, 230121037, 230121041"
CH419,5402,"230121042, 230121043, 230121044, 230121051, 230121055, 230121063, 230121064, 230121068, 230122002, 230122003, 230122004, 230122005, 230122006, 230122013, 230122014, 230122015, 230122016, 230122018, 230122019, 230122021, 230122026, 230122027, 230122030, 230122032, 230122033"
CH419,5403,"230122034, 230122035, 230122036, 230122038, 230122039, 230122043, 230122046, 230122048, 230122052, 230122054, 230122055, 230122057, 230122058, 230122061, 230122062, 230122063, 230122064, 230122065, 210108027, 220106029"
CH421,2203,"252122022, 252122001, 252122002, 252122003, 252122004, 252122005, 252122006, 252122008, 252122009, 252122010, 252122011, 252122012, 252122013, 252122014, 252122015, 252122016, 252122017, 252122018, 252122019, 252122020, 252122021, 252122023, 252122024, 252122025, 252122026, 252122027, 252122028, 252122029, 252122030, 252122031, 252122032, 252122033, 252122034, 252122035, 252122036, 252122037"
CH421,2204,"252122038, 252122039, 252122040, 252122041, 252122042, 252122043, 252122044, 252122045, 252122046, 252122047, 252122048, 252122049, 252122050, 252122051, 252122052, 252122053, 252122054, 252122055, 252122056, 252122057, 252122058, 252122059, 252122060"
CH428,1205,"220122001, 220122002, 220122004, 220122007, 220122010, 220122012, 220122013, 220122014, 220122015, 220122021, 220122022, 220122025, 220122026, 220122027, 220122029, 220122037, 220122039, 220122040, 220122041, 220122042, 220122043, 220122044, 220122045, 220122047, 220122049, 220122050, 220122051, 220122052, 220122054, 220122061, 220122062, 220122063, 230122004, 230122005, 230122033"
CH432,2201,"252122022, 252122001, 252122002, 252122003, 252122004, 252122005, 252122006, 252122008, 252122009, 252122010, 252122011, 252122012, 252122013, 252122014, 252122015, 252122016, 252122017, 252122018, 252122019, 252122020, 252122021, 252122023, 252122024, 252122025, 252122026, 252122027, 252122028, 252122029, 252122030, 252122031, 252122032, 252122033, 252122034, 252122035"
CH432,2202,"252122036, 252122037, 252122038, 252122039, 252122040, 252122041, 252122042, 252122043, 252122044, 252122045, 252122046, 252122047, 252122048, 252122049, 252122050, 252122051, 252122052, 252122053, 252122054, 252122055, 252122056, 252122057, 252122058, 252122059, 252122060"
CH433,1203,"252122022, 252122001, 252122002, 252122003, 252122004, 252122005, 252122006, 252122008, 252122009, 252122010, 252122011, 252122012, 252122013, 252122014, 252122015, 252122016, 252122017, 252122018, 252122019, 252122020, 252122021, 252122023, 252122024, 252122025, 252122026, 252122027, 252122028, 252122029"
CH433,1205,"252122030, 252122031, 252122032, 252122033, 252122034, 252122035, 252122036, 252122037, 252122038, 252122039, 252122040, 252122041, 252122042, 252122043, 252122044, 252122045, 252122046, 252122047, 252122048, 252122049, 252122050, 252122051, 252122052, 252122053, 252122054, 252122055, 252122056, 252122057, 252122058, 252122059, 252122060"
CH438,2203,"220122001, 220122002, 220122003, 220122004, 220122005, 220122006, 220122007, 220122008, 220122009, 220122010, 220122011, 220122012, 220122013, 220122014, 220122015, 220122018, 220122021, 220122022, 220122023, 220122024, 220122025, 220122026, 220122027, 220122029, 220122030, 220122031, 220122032, 220122033, 220122034, 220122035, 220122036, 220122037"
CH438,2204,"220122038, 220122039, 220122040, 220122041, 220122043, 220122044, 220122045, 220122047, 220122049, 220122050, 220122051, 220122052, 220122053, 220122054, 220122055, 220122057, 220122058, 220122059, 220122060, 220122061, 220122062, 220122063, 220122064, 220122065"
CH612,L2,"242122001, 242122004, 242122006, 242122008, 242122009, 242122013, 242122015, 242122018, 242122022, 242122023, 242122025, 242122026, 242122027, 242122028, 242122030, 242122038, 242122044, 242122046, 242122051, 242122054, 242122055, 242122056, 242122057, 242122058, 242122059, 242122060, 256122004, 256122021, 256122039, 256122043"
CH613,5401,"242122017, 242122020, 242122029, 242122030, 242122031, 242122037, 242122041, 256122019"
CH617,5306,"256122101, 256122102, 256122103, 256122105, 256122109, 256122110, 256122111, 256122006, 256122015, 256122035, 256122038, 256122042, 256153006"
CH618,1G2,"256122111, 256122020, 256122030"
CH621,1203,"242122002, 242122003, 242122004, 242122005, 242122006, 242122007, 242122008, 242122010, 242122011, 242122012, 242122013, 242122014, 242122015, 242122018, 242122019, 242122020, 242122021, 242122022, 242122023, 242122024, 242122025, 242122026, 242122027, 242122028, 242122031"
CH621,1204,"242122032, 242122033, 242122034, 242122035, 242122036, 242122038, 242122040, 242122041, 242122042, 242122043, 242122044, 242122045, 242122046, 242122047, 242122048, 242122049, 242122050, 242122051, 242122052, 242122053, 242122054, 242122056, 242122057, 242122060"
CH623,5301,"256122102, 256122103, 256122105, 256122110, 242122001, 242122002, 242122005, 242122007, 242122009, 242122010, 242122011, 242122012, 242122014, 242122016, 242122017, 242122024, 242122033, 242122036, 242122039, 242122040, 242122042, 242122043, 242122045, 242122047, 242122048, 242122049, 242122050"
CH623,5302,"242122052, 242122053, 242122055, 242122059, 256122002, 256122008, 256122009, 256122010, 256122011, 256122017, 256122021, 256122023, 256122024, 256122026, 256122033, 256122035, 256122036, 256122041, 256122043, 256153005, 256159004"
CH625,2204,"256106112, 256122110, 256122008"
CH627,5301,"256122101, 256122102, 256122103, 256122104, 256122105, 256122107, 256122108, 256122109, 256122002, 256122003, 256122005, 256122008, 256122014, 256122021, 256122028, 256122035, 256122037, 256122038, 256122039, 256122042"
CH629,5406,"256122104, 256122107, 256122108, 256122110, 256122003, 256122004, 256122005, 256122006, 256122016, 256122019, 256122021, 256122037, 256122038, 256153005, 256159004"
CH631,L4,"220122008, 220122011, 220122030, 220122045, 220122055, 220122062, 220122065, 256122012, 242122021, 256122001, 256122032, 256122034"
CH634,5003,"256122012, 246122032, 256122034"
CH639,5304,"256122012, 242122003, 242122016, 242122019, 242122029, 242122032, 242122034, 242122035, 242122037, 242122039, 242122058, 256122036"
CH644,L4,"256121105, 256121109, 220101028, 220103037, 220103040, 220104006, 220104051, 220104054, 220104064, 220104081, 220107033, 220108032, 220108044, 220121013, 220121063, 220121065, 220121073, 256122012, 256121022, 256122027, 256122029, 256122032, 256152001"
CH1201H,2201,"250106001, 250106002, 250106003, 250106004, 250106007, 250106008, 250106009, 250106010, 250106011, 250106012, 250106013, 250106014, 250106015, 250106016, 250106017, 250106019, 250106020, 250106021, 250106023, 250106024, 250106025, 250106026, 250106027, 250106028, 250106029, 250106030, 250106032, 250106033, 250106034, 250106035, 250106036, 250106037, 250106038, 250106039, 250106040, 250106041, 250106042"
CH1201H,2203,"250106044, 250106045, 250106046, 250106047, 250106048, 250106050, 250106051, 250106052, 250106053, 250106054, 250106055, 250106056, 250106057, 250106058, 250106059, 250106060, 250106061, 250106062, 250106064, 250106065, 250106066, 250106067, 250106068, 250106069, 250106070, 250106071, 250106072, 250106073, 250106074, 250106075, 250106076, 250106077, 250106078, 250106079"
CH1202H,1203,"250107038, 250107001, 250107002, 250107003, 250107004, 250107006, 250107007, 250107008, 250107009, 250107010, 250107011, 250107012, 250107013, 250107014, 250107015, 250107016, 250107017, 250107018, 250107019, 250107020, 250107021, 250107022, 250107023, 250107024, 250107025, 250107026, 250107027, 250107028"
CH1202H,1204,"250107029, 250107030, 250107031, 250107032, 250107033, 250107034, 250107035, 250107036, 250107037, 250107039, 250107040, 250107041, 250107042, 250107043, 250107044, 250107045, 250107046, 250107047, 250107048, 250107049, 250107050, 250107051, 250107052, 250107053, 250107054, 250107055, 250107056, 250107057"
CH1202H,1205,"250107058, 250107059, 250107061, 250107062, 250107063, 250107064, 250107066, 250107067, 250107068, 250107069, 250107070, 250107071, 250107072, 250107073, 250107074, 250107075, 250107076, 250107077, 250107078, 250107079, 250107080, 250107081, 250107082, 250107083, 250107084, 250107085, 250107086, 250107087, 250107088, 250107089, 250107090, 250107091, 250107092"
CH1205H,5403,"250107038, 250107001, 250107002, 250107003, 250107004, 250107006, 250107007, 250107008, 250107009, 250107010, 250107011, 250107012, 250107013, 250107014, 250107015, 250107016, 250107017, 250107018, 250107019, 250107020, 250107021, 250107022, 250107023, 250107024"
CH1205H,5404,"250107025, 250107026, 250107027, 250107028, 250107029, 250107030, 250107031, 250107032, 250107033, 250107034, 250107035, 250107036, 250107037, 250107039, 250107040, 250107041, 250107042, 250107043, 250107044, 250107045, 250107046, 250107047, 250107048, 250107049"
CH1205H,5405,"250107050, 250107051, 250107052, 250107053, 250107054, 250107055, 250107056, 250107057, 250107058, 250107059, 250107061, 250107062, 250107063, 250107064, 250107066, 250107067, 250107068, 250107069, 250107070, 250107071, 250107072, 250107073, 250107074, 250107075"
CH1205H,5406,"250107076, 250107077, 250107078, 250107079, 250107080, 250107081, 250107082, 250107083, 250107084, 250107085, 250107086, 250107087, 250107088, 250107089, 250107090, 250107091, 250107092"
CH1206,L3,"250122001, 250122002, 250122003, 250122004, 250122005, 250122006, 250122007, 250122008, 250122009, 250122010, 250122011, 250122012, 250122013, 250122014, 250122016, 250122017, 250122018, 250122019, 250122020, 250122021, 250122022, 250122023, 250122024, 250122025, 250122026, 250122027, 250122028, 250122029, 250122030, 250122031, 250122032, 250122033, 250122034, 250122035"
CH1206,L4,"250122037, 250122038, 250122039, 250122040, 250122041, 250122042, 250122043, 250122044, 250122045, 250122046, 250122047, 250122048, 250122049, 250122050, 250122051, 250122052, 250122053, 250122054, 250122055, 250122057, 250122058, 250122059, 250122060, 250122061, 250122062, 250122063, 250122064, 250122065"
CL205,1203,"240107001, 240107002, 240107003, 240107004, 240107008, 240107009, 240107010, 240107011, 240107013, 240107014, 240107015, 240107016, 240107017, 240107018, 240107019, 240107021, 240107023, 240107024, 240107025, 240107028, 240107029, 240107030, 240107032, 240107033, 240107034, 240107036, 240107037, 240107040, 240107041, 240107042"
CL205,1204,"240107043, 240107044, 240107046, 240107047, 240107048, 240107049, 240107050, 240107051, 240107052, 240107053, 240107054, 240107056, 240107057, 240107058, 240107059, 240107060, 240107062, 240107064, 240107065, 240107066, 240107067, 240107068, 240107069, 240107072, 240107074, 240107075, 240107076, 240107077, 240107078, 240107079"
CL205,1205,"240107080, 240107081, 240107082, 240107083, 240107084, 240107085, 240107086, 240107087, 240107088, 240107089, 240107090, 240107091, 240107092, 240107093, 240107094, 240107095, 240107096, 240107097, 240107098, 240107099, 240107100, 240107101, 240107103"
CL206,1201,"240107001, 240107002, 240107003, 240107004, 240107008, 240107009, 240107010, 240107011, 240107013, 240107014, 240107015, 240107016, 240107017, 240107018, 240107019, 240107021, 240107023, 240107024, 240107025, 240107028, 240107029, 240107030, 240107032, 240107033, 240107034, 240107036, 240107037, 240107040, 240107042, 240107043"
CL206,1202,"240107044, 240107046, 240107047, 240107048, 240107049, 240107050, 240107051, 240107052, 240107053, 240107054, 240107056, 240107057, 240107058, 240107059, 240107060, 240107062, 240107064, 240107065, 240107066, 240107067, 240107068, 240107069, 240107072, 240107074, 240107075, 240107076, 240107077, 240107078, 240107079, 240107080"
CL206,1204,"240107081, 240107082, 240107083, 240107084, 240107085, 240107086, 240107087, 240107088, 240107089, 240107090, 240107091, 240107092, 240107093, 240107094, 240107095, 240107096, 240107097, 240107098, 240107099, 240107100, 240107101, 240107103, 230107043, 230107093"
CL207,L1,"240107001, 240107002, 240107003, 240107004, 240107008, 240107009, 240107010, 240107011, 240107013, 240107014, 240107015, 240107016, 240107017, 240107018, 240107019, 240107021, 240107023, 240107024, 240107025, 240107028, 240107029, 240107030, 240107032, 240107033, 240107034, 240107036, 240107037, 240107040, 240107042, 240107043, 240107044, 240107046, 240107047"
CL207,L2,"240107048, 240107049, 240107050, 240107051, 240107052, 240107053, 240107054, 240107056, 240107057, 240107058, 240107059, 240107060, 240107062, 240107064, 240107065, 240107066, 240107067, 240107068, 240107069, 240107072, 240107074, 240107075, 240107076, 240107077, 240107078, 240107079, 240107080, 240107081, 240107082, 240107083, 240107084, 240107085, 240107086, 240107087"
CL207,L3,"240107088, 240107089, 240107090, 240107091, 240107092, 240107093, 240107094, 240107095, 240107096, 240107097, 240107098, 240107099, 240107100, 240107101, 240107103, 230107003, 230107008, 230107013, 230107017, 230107026, 230107027, 230107031, 230107041, 230107053, 230107058, 230107059, 230107068, 230107081, 230107082, 230107100, 230107109, 230107093"
CL208,1203,"240107001, 240107002, 240107003, 240107004, 240107008, 240107009, 240107010, 240107011, 240107013, 240107014, 240107015, 240107016, 240107017, 240107018, 240107019, 240107021, 240107023, 240107024, 240107025, 240107028, 240107029, 240107030, 240107032, 240107033, 240107034, 240107036, 240107037, 240107040, 240107041, 240107042"
CL208,1204,"240107043, 240107044, 240107046, 240107047, 240107048, 240107049, 240107050, 240107051, 240107052, 240107053, 240107054, 240107056, 240107057, 240107058, 240107059, 240107060, 240107062, 240107064, 240107065, 240107066, 240107067, 240107068, 240107069, 240107072, 240107074, 240107075, 240107076, 240107077, 240107078, 240107079"
CL208,1205,"240107080, 240107081, 240107082, 240107083, 240107084, 240107085, 240107086, 240107087, 240107088, 240107089, 240107090, 240107091, 240107092, 240107093, 240107094, 240107095, 240107096, 240107097, 240107098, 240107099, 240107100, 240107101, 240107103, 230107027, 230107043, 230107065, 230107093"
CL209,1201,"240107001, 240107002, 240107003, 240107004, 240107008, 240107009, 240107010, 240107011, 240107013, 240107014, 240107015, 240107016, 240107017, 240107018, 240107019, 240107021, 240107023, 240107024, 240107025, 240107028, 240107029, 240107030, 240107032, 240107033, 240107034, 240107036, 240107037, 240107040, 240107041, 240107042"
CL209,1202,"240107043, 240107044, 240107046, 240107047, 240107048, 240107049, 240107050, 240107051, 240107052, 240107053, 240107054, 240107056, 240107057, 240107058, 240107059, 240107060, 240107062, 240107064, 240107065, 240107066, 240107067, 240107068, 240107069, 240107072, 240107074, 240107075, 240107076, 240107077, 240107078, 240107079"
CL209,1204,"240107080, 240107081, 240107082, 240107083, 240107084, 240107085, 240107086, 240107087, 240107088, 240107089, 240107090, 240107091, 240107092, 240107093, 240107094, 240107095, 240107096, 240107097, 240107098, 240107099, 240107100, 240107101, 240107103"
CL304,1203,"230107028, 230107003, 230107004, 230107005, 230107006, 230107007, 230107008, 230107009, 230107010, 230107012, 230107013, 230107014, 230107015, 230107016, 230107017, 230107018, 230107019, 230107020, 230107021, 230107022, 230107023, 230107025, 230107026, 230107027, 230107029, 230107031, 230107032, 230107034, 230107035"
CL304,1204,"230107038, 230107039, 230107040, 230107041, 230107042, 230107043, 230107044, 230107045, 230107046, 230107047, 230107048, 230107049, 230107050, 230107051, 230107053, 230107054, 230107055, 230107056, 230107057, 230107058, 230107059, 230107062, 230107063, 230107064, 230107065, 230107066, 230107068, 230107069, 230107070"
CL304,1205,"230107071, 230107072, 230107074, 230107075, 230107076, 230107078, 230107079, 230107080, 230107081, 230107082, 230107083, 230107084, 230107085, 230107086, 230107087, 230107088, 230107091, 230107092, 230107093, 230107094, 230107097, 230107098, 230107099, 230107100, 230107101, 230107102, 230107103, 230107104, 230107105, 230107106, 230107107, 230107108, 230107109"
CL305,1203,"230107028, 230107003, 230107004, 230107005, 230107006, 230107007, 230107008, 230107009, 230107010, 230107012, 230107013, 230107014, 230107015, 230107016, 230107017, 230107018, 230107019, 230107020, 230107021, 230107022, 230107023, 230107025, 230107026, 230107027, 230107029, 230107031, 230107032, 230107034, 230107035, 230107038"
CL305,1204,"230107039, 230107040, 230107041, 230107042, 230107043, 230107044, 230107045, 230107046, 230107047, 230107048, 230107049, 230107050, 230107051, 230107053, 230107054, 230107055, 230107056, 230107057, 230107058, 230107059, 230107062, 230107063, 230107064, 230107065, 230107066, 230107068, 230107069, 230107070, 230107071, 230107072"
CL305,1205,"230107074, 230107075, 230107076, 230107078, 230107079, 230107080, 230107081, 230107082, 230107083, 230107084, 230107085, 230107086, 230107087, 230107088, 230107091, 230107092, 230107093, 230107094, 230107097, 230107098, 230107099, 230107100, 230107101, 230107102, 230107103, 230107104, 230107105, 230107106, 230107107, 230107108, 230107109"
CL306,1203,"230107028, 230107003, 230107004, 230107005, 230107006, 230107007, 230107008, 230107009, 230107010, 230107012, 230107013, 230107014, 230107015, 230107016, 230107017, 230107018, 230107019, 230107020, 230107021, 230107022, 230107023, 230107025, 230107026, 230107027, 230107029, 230107031, 230107032, 230107034, 230107035"
CL306,1204,"230107038, 230107039, 230107040, 230107041, 230107042, 230107043, 230107044, 230107045, 230107046, 230107047, 230107048, 230107049, 230107050, 230107051, 230107053, 230107054, 230107055, 230107056, 230107057, 230107058, 230107059, 230107062, 230107063, 230107064, 230107065, 230107066, 230107068, 230107069, 230107070"
CL306,1205,"230107071, 230107072, 230107074, 230107075, 230107076, 230107078, 230107079, 230107080, 230107081, 230107082, 230107083, 230107084, 230107085, 230107086, 230107087, 230107088, 230107091, 230107092, 230107093, 230107094, 230107097, 230107098, 230107099, 230107100, 230107101, 230107102, 230107103, 230107104, 230107105, 230107106, 230107107, 230107108, 230107109, 220107032"
CL503,L1,"254107001, 254107002, 254107003, 254107004, 254107005, 254107006, 254107007, 254107008, 254107009, 254107010, 254107011, 254107012, 254107013, 254107101, 254107102, 254107103, 254107104, 254107105, 254107106, 254107108, 254107109, 254107110, 254107111, 254107112, 254107113, 254107114, 254107116, 254107117, 254107118, 254107119"
CL503,L4,"254107120, 254107121, 254107122, 254107123, 254107124, 254107125, 254107126, 254107127, 254107128, 254107129, 254107130, 254107131, 254107133, 254107201, 254107202, 254107203, 254107204, 254107205, 254107206, 254107207, 254107208, 254107209, 254107210, 254107211, 254107212, 254107213, 254107214, 256107001"
CL504,2202,"254107001, 254107002, 254107003, 254107004, 254107005, 254107006, 254107007, 254107008, 254107009, 254107010, 254107011, 254107012, 254107013, 254107101, 254107102, 254107103, 254107104, 254107105, 254107106, 254107108, 254107109, 254107110, 254107111, 254107112, 254107113, 254107114, 254107116, 254107117, 254107118, 254107119"
CL504,2204,"254107120, 254107121, 254107122, 254107123, 254107124, 254107125, 254107126, 254107127, 254107128, 254107129, 254107130, 254107131, 254107133, 254107201, 254107202, 254107203, 254107204, 254107205, 254107206, 254107207, 254107208, 254107209, 254107210, 254107211, 254107212, 254107213, 254107214"
CL505,1205,"256151101, 254107101, 254107102, 254107103, 254107104, 254107105, 254107106, 254107108, 254107109, 254107110, 254107111, 254107112, 254107113, 254107114, 254107116, 254107117, 254107118, 254107119, 254107120, 254107121, 254107122, 254107123, 254107124, 254107125, 254107126, 254107127, 254107128, 254107129, 254107130, 254107131, 254107133"
CL506,5404,"256107104, 256107105, 256107107, 256107110, 254107001, 254107002, 254107003, 254107004, 254107005, 254107006, 254107007, 254107008, 254107009, 254107010, 254107011, 254107012, 254107013"
CL514,L1,"256107102, 256107105, 256107107, 256107109, 256107110, 256107111, 256107113, 256151101, 256151102, 256102022, 254107001, 254107002, 254107003, 254107004, 254107005, 254107006, 254107007, 254107008, 254107009, 254107010, 254107011, 254107012, 254107013, 254107125, 236158001, 256158001"
CL611,1G1,"254107112, 254107113, 254107210"
CL612,5303,"256103104, 256103108, 256107103, 256107108, 220107055"
CL613,2204,"256107103, 254107103, 254107104, 254107122, 254107130, 254107133, 254107203, 254107204, 254107206, 256107001, 256107009, 256121016, 256121017"
CL622,5401,"220107011, 220107014, 220107032, 220107037, 220107039, 220107043, 220107054, 220107057, 220107058, 220107065, 220107084, 256122012, 256121015, 256122001, 256122010, 256122027, 256122029"
CL625,5001,"220101011, 220150009, 220150029, 230102029, 220101034, 220101038, 220101073, 220101090, 220101114, 220102046, 220102099, 220102102, 220103003, 220103008, 220103012, 220103016, 220103017, 220103034, 220103063, 220103068, 220103074, 220103081, 220103090, 220103101, 220103117, 220104010, 220104024, 220104079, 220104114, 220106006"
CL625,5002,"220106020, 220106034, 220106091, 220107011, 220107052, 220107066, 220107067, 220108016, 220108025, 220108034, 220121012, 220121017, 220121020, 220121031, 220121039, 220122002, 220150001, 220150008, 220150015, 220151019, 230102023, 230102082, 230102115, 230106008, 230106021, 230106071, 230107004, 230107016, 230107032, 230107034"
CL625,5003,"230107041, 230107044, 230107049, 230107051, 230107053, 230107057, 230107063, 230107065, 230107069, 230107081, 230107082, 230107097, 230107104, 230107105, 230108011, 230108026, 230108034, 230108042, 230108073, 230121016, 230121021, 230121029, 230121052, 230121054, 230121056, 230121066, 230121067, 230122001, 230122009, 230122010"
CL625,5004,"230122022, 230122047, 230122051, 230122059, 230122060, 254107004, 254107005, 254107008, 254107012, 254107202, 254107205, 254107208, 254107209, 254107211, 254107214"
CL626,5401,"256107106, 256151101, 256151102, 256151103, 220102105, 220103078, 220108004, 230107028, 220101004, 220101005, 220101117, 220101123, 220102024, 220102040, 220102057, 220102073, 220103015, 220103027, 220103028, 220103029, 220103053, 220103075, 220103095, 220103114, 220103127, 220103135, 220103137"
CL626,5402,"220104007, 220104009, 220104015, 220104018, 220104030, 220104031, 220104032, 220104035, 220104041, 220104049, 220104070, 220104071, 220104086, 220106033, 220106042, 220106061, 220106065, 220107012, 220107014, 220107025, 220107026, 220107031, 220107032, 220107036, 220107037, 220107038, 220107039"
CL626,5403,"220107049, 220107050, 220107058, 220107062, 220107065, 220107087, 220107091, 220107092, 220108014, 220108043, 220121006, 220121032, 220121054, 220121072, 220122004, 220122005, 220122009, 220122026, 220122027, 220122043, 220122064, 220123069, 220123072, 220123083, 220150027, 220151007, 220151017"
CL626,5404,"220151018, 220151020, 230107007, 230107009, 230107014, 230107023, 230107025, 230107026, 230107027, 230107035, 230107042, 230107043, 230107046, 230107048, 230107050, 230107056, 230107058, 230107062, 230107068, 230107085, 230107087, 230107091, 230107108, 254107003, 254107006, 254107011, 254107102"
CL626,5405,"254107104, 254107105, 254107106, 254107111, 254107114, 254107117, 254107118, 254107119, 254107120, 254107123, 254107125, 254107128, 254107129, 254107130, 254107131, 254107133, 254107212, 254107213, 256107002, 256107004, 256107013"
CL633,L1,"256107105, 220107003, 220107004, 220107005, 220107007, 220107008, 220107010, 220107011, 220107012, 220107014, 220107015, 220107016, 220107018, 220107019, 220107020, 220107021, 220107022, 220107023, 220107024, 220107025, 220107026, 220107027, 220107031, 220107033, 220107034, 220107035, 220107036, 220107038, 220107039, 220107041"
CL633,L2,"220107042, 220107043, 220107044, 220107046, 220107047, 220107048, 220107049, 220107050, 220107051, 220107052, 220107053, 220107054, 220107055, 220107056, 220107057, 220107058, 220107059, 220107061, 220107062, 220107063, 220107064, 220107065, 220107066, 220107067, 220107068, 220107069, 220107070, 220107072, 220107073, 220107076, 220107077, 220107078, 220107079, 220107082"
CL633,L4,"220107084, 220107085, 220107086, 220107087, 220107088, 220107089, 220107091, 220107092, 220107093, 220107094, 220107095, 220107096, 220107097, 220107098, 220107099, 220107100, 220107101, 220107102, 220107103, 220107104, 220107105, 220107106, 220107107, 220107108, 256107002, 256107013, 256122001, 256152001"
CL640,1201,"256107102, 256107103, 256107104, 256107105, 256107106, 256107107, 256107108, 256107109, 256107110, 256107111, 256107113, 256152102, 256102022, 256101019, 256104004, 256107001, 256107002, 256107008, 256107010, 256107013, 256148101"
CL643,L2,"220102104, 220101056, 220102044, 220102082, 220103009, 220103046, 220103077, 220103105, 220103106, 220103115, 220121022, 220122021, 220150033, 220150034, 230106067, 230106082, 230121027, 230121036, 230121059, 230122044, 230122045, 230122050, 220102035, 220106076, 256150003, 256150006"
CL650,5301,"256107108, 256152102, 220102005, 220102056, 200108034, 210102014, 220101006, 220101026, 220101029, 220101053, 220101057, 220101058, 220101061, 220101067, 220101071, 220101074, 220101079, 220101108, 220101112, 220102021, 220102023, 220102025, 220102028, 220102029, 220102032, 220102037, 220102043"
CL650,5302,"220102053, 220102054, 220102055, 220102062, 220102071, 220102081, 220102110, 220102122, 220103038, 220103047, 220103061, 220103064, 220103071, 220103088, 220103094, 220103098, 220103104, 220103109, 220103116, 220103123, 220103128, 220103130, 220103131, 220103133, 220104012, 220104042, 220104046"
CL650,5303,"220104047, 220104048, 220104050, 220104056, 220104060, 220104061, 220104063, 220104068, 220104074, 220104077, 220104082, 220104087, 220104098, 220104101, 220104115, 220104116, 220106028, 220106043, 220106044, 220106054, 220106057, 220106059, 220106067, 220106068, 220106077, 220106078, 220106086"
CL650,5304,"220106088, 220107005, 220107008, 220107010, 220107018, 220107023, 220107027, 220107034, 220107035, 220107044, 220107047, 220107051, 220107054, 220107055, 220107056, 220107068, 220107076, 220107077, 220107082, 220107086, 220107089, 220107094, 220107095, 220107098, 220107099, 220108017, 220108020"
CL650,5305,"220108022, 220108026, 220108031, 220108037, 220108057, 220108066, 220108067, 220108069, 220108070, 220108074, 220108076, 220121007, 220121018, 220121023, 220121033, 220121034, 220121035, 220121037, 220121044, 220121055, 220121062, 220122006, 220122008, 220122011, 220122023, 220122024, 220122031"
CL650,5306,"220122032, 220122034, 220122035, 220122037, 220122052, 220122054, 220122065, 220123023, 220123039, 220123047, 220123073, 220150006, 220150012, 220150014, 220151002, 220151010, 170101025"
CL653,1203,"220107074, 230107003, 230107004, 230107005, 230107006, 230107008, 230107010, 230107012, 230107013, 230107015, 230107016, 230107017, 230107018, 230107019, 230107020, 230107021, 230107022, 230107029, 230107031, 230107034, 230107038, 230107039, 230107040, 230107041, 230107044"
CL653,1204,"230107045, 230107047, 230107049, 230107051, 230107053, 230107054, 230107055, 230107057, 230107059, 230107064, 230107066, 230107070, 230107071, 230107072, 230107074, 230107075, 230107076, 230107078, 230107079, 230107080, 230107081, 230107082, 230107083, 230107084, 230107086"
CL653,1205,"230107088, 230107092, 230107094, 230107097, 230107098, 230107099, 230107100, 230107101, 230107102, 230107103, 230107106, 230107107, 230107109, 244107008, 254107109, 254107201, 254107202, 254107203, 254107204, 254107205, 254107206, 254107207, 254107208, 254107209, 254107210, 254107211, 254107212, 254107213, 254107214"
CL654,5002,"244107008, 244107010, 254107201, 254107202, 254107203, 254107204, 254107205, 254107206, 254107207, 254107208, 254107209, 254107210, 254107211, 254107212, 254107213, 254107214, 256107005, 256107009"
CL656,L2,"220107003, 220107004, 220107005, 220107007, 220107008, 220107010, 220107011, 220107012, 220107014, 220107015, 220107016, 220107018, 220107019, 220107020, 220107021, 220107022, 220107023, 220107024, 220107025, 220107026, 220107027, 220107031, 220107032, 220107033, 220107034, 220107035, 220107036, 220107037, 220107038, 220107039, 220107041, 220107042, 220107043, 220107044, 220107046, 220107047"
CL656,L3,"220107048, 220107049, 220107050, 220107051, 220107052, 220107053, 220107056, 220107058, 220107059, 220107061, 220107062, 220107063, 220107064, 220107065, 220107066, 220107067, 220107068, 220107069, 220107070, 220107072, 220107073, 220107074, 220107076, 220107077, 220107078, 220107079, 220107082, 220107084, 220107085, 220107086, 220107087, 220107088, 220107089, 220107091, 220107092, 220107093"
CL656,L4,"220107094, 220107095, 220107096, 220107097, 220107098, 220107099, 220107100, 220107101, 220107102, 220107103, 220107104, 220107105, 220107106, 220107107, 220107108, 254107001, 254107002, 254107007, 254107009, 254107010, 254107013, 254107110, 254107116, 254107121, 254107124, 254107126, 254107127, 254107201, 254107203, 254107207"
CL1092M,1G2,"250106044, 250106062, 250107036, 250107050, 250107088, 250121029, 250122058, 250359003, 250205006, 250205010, 250205018, 250205021, 250205027, 250205046, 250205056"
CL1201,L1,"250107038, 250107001, 250107002, 250107003, 250107004, 250107006, 250107007, 250107008, 250107009, 250107010, 250107011, 250107012, 250107013, 250107014, 250107015, 250107016, 250107017, 250107018, 250107019, 250107020, 250107021, 250107022, 250107023, 250107024, 250107025, 250107026, 250107027, 250107028, 250107029, 250107030"
