code,venue,roll
EE252,5301,"240102019, 240102098, 240102250, 230102029, 240102001, 240102002, 240102003, 240102004, 240102005, 240102006, 240102007, 240102009, 240102010, 240102011, 240102012, 240102013, 240102014, 240102015, 240102016, 240102017, 240102018, 240102020, 240102021, 240102022, 240102023, 240102024, 240102025"
EE252,5302,"240102027, 240102028, 240102029, 240102031, 240102032, 240102033, 240102034, 240102036, 240102037, 240102038, 240102039, 240102040, 240102041, 240102042, 240102043, 240102044, 240102045, 240102046, 240102047, 240102048, 240102049, 240102050, 240102051, 240102052, 240102053, 240102055, 240102057"
EE252,5303,"240102058, 240102059, 240102060, 240102061, 240102062, 240102063, 240102064, 240102065, 240102066, 240102067, 240102068, 240102069, 240102070, 240102071, 240102074, 240102075, 240102076, 240102078, 240102079, 240102080, 240102081, 240102082, 240102083, 240102084, 240102085, 240102086, 240102087"
EE252,5304,"240102089, 240102090, 240102091, 240102092, 240102093, 240102095, 240102099, 240102100, 240102101, 240102102, 240102103, 240102104, 240102105, 240102106, 240102107, 240102108, 240102109, 240102110, 240102111, 240102112, 240102113, 240102114, 240102115, 240102116, 240102117, 240102118, 240102119"
EE252,5305,"240102120, 240102121, 240102122, 240102123, 240102124, 240102125, 240102126, 240102201, 240102202, 240102203, 240102206, 240102207, 240102208, 240102209, 240102210, 240102211, 240102212, 240102213, 240102214, 240102215, 240102216, 240102217, 240102220, 240102221, 240102224, 240102225, 240102226"
EE252,5306,"240102227, 240102228, 240102229, 240102230, 240102231, 240102232, 240102233, 240102234, 240102235, 240102237, 240102238, 240102239, 240102240, 240102241, 240102242, 240102243, 240102244, 240102245, 240102246, 240102247, 240102249, 240102251, 240102252, 240102257, 240102258, 240102259, 240102260"
EE252,5401,"240102261, 240102262, 240102263, 240102264, 240102265, 240102266, 240102267, 240102268, 240102269, 240102270, 240102271, 240102272, 240102273, 240102274, 240102275, 240102276, 240102277, 240102278, 240102279"
EE322M,2201,"230101122, 230103009, 230103018, 230103022, 230103056, 230103062, 230103063, 230103069, 230103117, 230103129, 230104021, 230104023, 230104031, 230104090, 230104107, 230107020, 230107074, 230107102, 230121012, 230121015, 230121020, 230121037, 230121049, 230121060, 230123073, 220103026"
EE332,1201,"230102013, 230102029, 230102050, 230102077, 230102079, 220102105, 210102014, 230102001, 230102002, 230102003, 230102004, 230102005, 230102006, 230102008, 230102009, 230102010, 230102011, 230102012, 230102015, 230102016, 230102017, 230102019, 230102020, 230102021, 230102022, 230102023, 230102025, 230102026, 230102027"
EE332,1202,"230102028, 230102030, 230102031, 230102033, 230102034, 230102035, 230102036, 230102037, 230102038, 230102039, 230102040, 230102041, 230102043, 230102044, 230102045, 230102047, 230102048, 230102049, 230102051, 230102052, 230102054, 230102055, 230102056, 230102057, 230102059, 230102060, 230102061, 230102062, 230102063"
EE332,1203,"230102064, 230102065, 230102068, 230102069, 230102070, 230102071, 230102072, 230102073, 230102074, 230102075, 230102076, 230102078, 230102080, 230102081, 230102082, 230102083, 230102085, 230102086, 230102088, 230102089, 230102090, 230102091, 230102092, 230102093, 230102094, 230102095, 230102096, 230102097, 230102098, 230102099"
EE332,1205,"230102100, 230102101, 230102102, 230102103, 230102105, 230102106, 230102107, 230102108, 230102109, 230102110, 230102111, 230102112, 230102113, 230102114, 230102115, 230102116, 230102117, 230102118, 230102119, 230102120, 230102121, 230102122, 230102123, 230102124, 230102125, 230102126, 220102019, 220102029, 220102035, 220102046, 220102095"
EE334,5402,"230102013, 230102050, 230102077, 230102079, 210102014, 230102001, 230102002, 230102003, 230102004, 230102005, 230102006, 230102008, 230102009, 230102010, 230102011, 230102012, 230102015, 230102016, 230102017, 230102019, 230102020, 230102021, 230102022, 230102023"
EE334,5403,"230102025, 230102026, 230102027, 230102028, 230102030, 230102031, 230102033, 230102034, 230102035, 230102036, 230102037, 230102038, 230102039, 230102040, 230102041, 230102043, 230102044, 230102045, 230102047, 230102048, 230102049, 230102051, 230102052, 230102054"
EE334,5404,"230102055, 230102056, 230102057, 230102059, 230102060, 230102061, 230102062, 230102063, 230102064, 230102065, 230102068, 230102069, 230102070, 230102071, 230102072, 230102073, 230102074, 230102075, 230102076, 230102078, 230102080, 230102081, 230102082, 230102083"
EE334,5405,"230102085, 230102086, 230102088, 230102089, 230102090, 230102091, 230102092, 230102093, 230102094, 230102095, 230102096, 230102097, 230102098, 230102099, 230102100, 230102101, 230102102, 230102103, 230102105, 230102106, 230102107, 230102108, 230102109, 230102110"
EE334,5406,"230102111, 230102112, 230102113, 230102114, 230102115, 230102116, 230102117, 230102118, 230102119, 230102120, 230102121, 230102122, 230102123, 230102124, 230102125, 230102126, 220102019, 220102062, 220102095"
EE335,2203,"230102050, 230102077, 220102104, 230102006, 230102012, 230102015, 230102017, 230102022, 230102025, 230102027, 230102034, 230102037, 230102044, 230102045, 230102049, 230102051, 230102052, 230102055, 230102065, 230102068, 230102073, 230102075, 230102080, 230102083, 230102086, 230102091, 230102095, 230102096, 230102098, 230102099, 230102103, 230102107"
EE335,2204,"230102115, 230102116, 230102117, 230102122, 230102123, 230102125, 230102126, 230108002, 230108003, 230108007, 230108008, 230108037, 230108039, 230108040, 230108047, 230108054, 230108056, 230108058, 230108063, 230108064, 230108066, 230108069, 230108072, 230108076, 230108077"
EE337,1201,"230102029, 230102077, 230102079, 230102006, 230102010, 230102011, 230102019, 230102022, 230102026, 230102028, 230102030, 230102034, 230102038, 230102052, 230102054, 230102055, 230102059, 230102070, 230102071, 230102074, 230102076, 230102090, 230102097, 230102099, 230102105"
EE337,1202,"230102115, 230108001, 230108002, 230108003, 230108007, 230108020, 230108026, 230108034, 230108039, 230108040, 230108048, 230108054, 230108057, 230108060, 230108061, 230108062, 230108065, 230108073, 230108078"
EE352,1201,"230102013, 230108030, 230108052, 230102001, 230102002, 230102003, 230102004, 230102005, 230102008, 230102009, 230102010, 230102016, 230102020, 230102021, 230102023, 230102031, 230102033, 230102035, 230102036, 230102038, 230102039, 230102040, 230102041, 230102043, 230102047, 230102048, 230102054, 230102056"
EE352,1202,"230102057, 230102060, 230102061, 230102062, 230102063, 230102064, 230102069, 230102070, 230102072, 230102076, 230102078, 230102081, 230102082, 230102085, 230102088, 230102089, 230102090, 230102092, 230102093, 230102094, 230102100, 230102101, 230102102, 230102106, 230102108, 230102109, 230102110, 230102111"
EE352,1203,"230102112, 230102113, 230102114, 230102118, 230102119, 230102120, 230102121, 230102124, 230108009, 230108010, 230108011, 230108012, 230108013, 230108014, 230108015, 230108016, 230108017, 230108018, 230108019, 230108020, 230108021, 230108022, 230108026, 230108028, 230108029, 230108033, 230108035, 230108036"
EE352,1204,"230108038, 230108041, 230108042, 230108043, 230108044, 230108046, 230108051, 230108053, 230108055, 230108057, 230108059, 230108060, 230108061, 230108062, 230108065, 230108067, 230108068, 230108070, 230108071, 230108073, 230108074, 230108075, 230108078, 230108079, 230108080"
EE360,L2,"230108030, 230108052, 230108001, 230108002, 230108003, 230108007, 230108008, 230108009, 230108010, 230108011, 230108012, 230108013, 230108014, 230108015, 230108016, 230108017, 230108018, 230108019, 230108020, 230108021, 230108022, 230108026, 230108028, 230108029, 230108033, 230108034, 230108035, 230108036, 230108037, 230108038, 230108039, 230108040, 230108041, 230108042, 230108043"
EE360,L3,"230108044, 230108046, 230108047, 230108048, 230108051, 230108053, 230108054, 230108055, 230108056, 230108057, 230108058, 230108059, 230108060, 230108061, 230108062, 230108063, 230108064, 230108065, 230108066, 230108067, 230108068, 230108069, 230108070, 230108071, 230108072, 230108073, 230108074, 230108075, 230108076, 230108077, 230108078, 230108079, 230108080"
EE370,L2,"230108030, 230108052, 230108001, 230108002, 230108003, 230108007, 230108008, 230108009, 230108010, 230108011, 230108012, 230108013, 230108014, 230108015, 230108016, 230108017, 230108018, 230108019, 230108020, 230108021, 230108022, 230108026, 230108028, 230108029, 230108033, 230108034, 230108035, 230108036, 230108037, 230108038, 230108039, 230108040, 230108041, 230108042, 230108043, 230108044"
EE370,L3,"230108046, 230108047, 230108048, 230108051, 230108053, 230108054, 230108055, 230108056, 230108057, 230108058, 230108059, 230108060, 230108061, 230108062, 230108063, 230108064, 230108065, 230108066, 230108067, 230108068, 230108069, 230108070, 230108071, 230108072, 230108073, 230108074, 230108075, 230108076, 230108077, 230108078, 230108079, 230108080, 210108027, 210108038, 220108024"
EE390,5301,"230102013, 230102029, 230102050, 230102077, 230102079, 230108030, 230108052, 230102001, 230102002, 230102003, 230102004, 230102005, 230102006, 230102008, 230102009, 230102010, 230102011, 230102012, 230102015, 230102016, 230102017, 230102019, 230102020, 230102021, 230102022, 230102023, 230102025"
EE390,5302,"230102026, 230102027, 230102028, 230102030, 230102031, 230102033, 230102034, 230102035, 230102036, 230102037, 230102038, 230102039, 230102040, 230102041, 230102043, 230102044, 230102045, 230102047, 230102048, 230102049, 230102051, 230102052, 230102054, 230102055, 230102056, 230102057, 230102059"
EE390,5303,"230102060, 230102061, 230102062, 230102063, 230102064, 230102065, 230102068, 230102069, 230102070, 230102071, 230102072, 230102073, 230102074, 230102075, 230102076, 230102078, 230102080, 230102081, 230102082, 230102083, 230102085, 230102086, 230102088, 230102089, 230102090, 230102091, 230102092"
EE390,5304,"230102093, 230102094, 230102095, 230102096, 230102097, 230102098, 230102099, 230102100, 230102101, 230102102, 230102103, 230102105, 230102106, 230102107, 230102108, 230102109, 230102110, 230102111, 230102112, 230102113, 230102114, 230102115, 230102116, 230102117, 230102118, 230102119, 230102120"
EE390,5305,"230102121, 230102122, 230102123, 230102124, 230102125, 230102126, 230107070, 230108001, 230108002, 230108003, 230108007, 230108008, 230108009, 230108010, 230108011, 230108012, 230108013, 230108014, 230108015, 230108016, 230108017, 230108018, 230108019, 230108020, 230108021, 230108022, 230108026"
EE390,5306,"230108028, 230108029, 230108033, 230108034, 230108035, 230108036, 230108037, 230108038, 230108039, 230108040, 230108041, 230108042, 230108043, 230108044, 230108046, 230108047, 230108048, 230108051, 230108053, 230108054, 230108055, 230108056, 230108057, 230108058, 230108059, 230108060, 230108061"
EE390,5401,"230108062, 230108063, 230108064, 230108065, 230108066, 230108067, 230108068, 230108069, 230108070, 230108071, 230108072, 230108073, 230108074, 230108075, 230108076, 230108077, 230108078, 230108079, 230108080, 210108027, 220102019, 220108024, 220102087"
EE430,L4,"220108010, 220102016, 220102045, 220102094, 220102095, 220102113, 220108001, 220108011, 220108019, 220108046"
EE512,L4,"220108065, 256102018, 254102201, 254102202, 254102203, 254102204, 254102205, 254102206, 254102208, 254102209, 254102210, 254102211, 254102401, 254102402, 254102403, 254102404, 254102405, 254102406, 254102407, 254102409, 254102410, 254102411, 254102412, 254102413, 254102414, 254102415, 254102416, 254102417, 254102418, 254102419, 254102420, 246102022"
EE515,L1,"256102102, 256102108, 256153101, 254102401, 254102402, 254102403, 254102404, 254102405, 254102406, 254102407, 254102409, 254102410, 254102411, 254102412, 254102413, 254102414, 254102415, 254102416, 254102417, 254102418, 254102419, 254102420, 256102014"
EE516,1203,"256102102, 256102108, 254102401, 254102402, 254102403, 254102404, 254102405, 254102406, 254102407, 254102409, 254102410, 254102411, 254102412, 254102413, 254102414, 254102415, 254102416, 254102417, 254102418, 254102419, 254102420, 256102014"
EE522,5402,"256102103, 256102002, 254102301, 254102302, 254102303, 254102304, 254102306, 254102307, 254102308, 254102309, 254102310, 254102311, 254102313, 254102315, 254102316, 254102317, 254102318, 254102319, 254102320"
EE525,1205,"256102103, 256102105, 256103112, 256102002, 254102301, 254102302, 254102303, 254102304, 254102306, 254102307, 254102308, 254102309, 254102310, 254102311, 254102313, 254102315, 254102316, 254102317, 254102318, 254102319, 254102320, 244156016, 254156001, 254156002, 254156003, 254156004, 254156005, 254156006, 254156008, 254156009"
EE525,1203,"254156010, 254156011, 254156012, 254156013, 254156014, 254156015, 254156016, 254156017, 254156018, 254156019, 254156020, 254156021, 254156023, 254156024, 254156025, 254156027, 254156029, 246102105, 256102013, 256102016, 256150003, 256150004, 256150006, 256150008"
EE526,L1,"256150102, 256155102, 254161001, 254161002, 254161003, 254161004, 254161005, 254161006, 254161007, 254161008, 254161009, 254161011, 254161012, 254161013, 254161014, 254161015, 254161016, 254161017, 254161018, 254161019, 254161020, 254161023, 256123001, 256123010, 256123012, 256123014"
EE533,1201,"256102101, 256153101, 256102001, 256102019, 254102001, 254102002, 254102003, 254102004, 254102006, 254102007, 254102008, 254102009, 254102010, 254102012, 254102013, 254102014, 254102015, 254102016, 244102016, 244102020, 246102110, 256102023"
EE535,5304,"256102001, 256102019, 254102001, 254102002, 254102003, 254102004, 254102006, 254102007, 254102008, 254102009, 254102010, 254102012, 254102013, 254102014, 254102015, 254102016, 246102110"
EE540,5301,"254102201, 254102202, 254102203, 254102204, 254102205, 254102206, 254102208, 254102209, 254102210, 254102211, 206151003 , 256102007"
EE549,5403,"256153101, 256102018, 254102201, 254102202, 254102203, 254102204, 254102205, 254102206, 254102208, 254102209, 254102210, 254102211"
EE553,5402,"256102107, 254102501, 254102502, 254102503, 254102504, 254102505, 254102506, 254102507, 254102509, 254102510, 254102512, 256102009, 256123016"
EE554,5302,"256102107, 254102501, 254102502, 254102503, 254102504, 254102505, 254102506, 254102507, 254102509, 254102510, 254102512, 256102009"
EE557,5405,"256102107, 254102501, 254102502, 254102503, 254102504, 254102505, 254102506, 254102507, 254102509, 254102510, 254102512, 246102108, 246150004, 256102009, 256102020, 256150006"
EE562,5303,"254102101, 254102103, 254102104, 254102106, 254102107, 254102108, 254102109, 254102110, 254102111, 254102112, 254102113, 254102114, 254102115, 256102010, 256102020, 256102024"
EE580,5406,"244102102, 254102101, 254102103, 254102104, 254102106, 254102107, 254102108, 254102109, 254102110, 254102111, 254102112, 254102113, 254102114, 254102115, 256102003, 256151004"
EE595H,5305,"254161001, 254161002, 254161003, 254161004, 254161005, 254161006, 254161007, 254161008, 254161009, 254161011, 254161012, 254161013, 254161014, 254161015, 254161016, 254161017, 254161018, 254161019, 254161020, 254161023"
EE606,2201,"220102005, 220102056, 220102105, 220108004, 220108010, 220102018, 220102021, 220102024, 220102025, 220102028, 220102029, 220102030, 220102032, 220102036, 220102040, 220102042, 220102043, 220102046, 220102047, 220102048, 220102049, 220102050, 220102055, 220102057, 220102061, 220102064, 220102065, 220102067, 220102069, 220102070, 220102072, 220102074, 220102078, 220102079, 220102080, 220102087, 220102089"
EE606,2203,"220102099, 220102101, 220102106, 220102107, 220102108, 220102109, 220102111, 220102114, 220102118, 220102119, 220102121, 220102123, 220102124, 220108001, 220108011, 220108014, 220108025, 220108026, 220108027, 220108028, 220108029, 220108031, 220108039, 220108042, 220108047, 220108048, 220108051, 220108064, 220108065, 220108069, 220108075, 220108076, 200108034, 256102022, 254102106"
EE617,5401,"256102102, 256102108, 220102005, 220102056, 220102104, 220102105, 220108004, 210102014, 220102001, 220102006, 220102007, 220102008, 220102009, 220102010, 220102012, 220102013, 220102015, 220102020, 220102021, 220102022, 220102023, 220102029, 220102030, 220102031, 220102032"
EE617,5402,"220102033, 220102034, 220102035, 220102036, 220102037, 220102041, 220102042, 220102043, 220102044, 220102048, 220102050, 220102051, 220102052, 220102053, 220102054, 220102055, 220102057, 220102059, 220102060, 220102061, 220102062, 220102063, 220102064, 220102065, 220102067"
EE617,5403,"220102069, 220102075, 220102076, 220102077, 220102080, 220102081, 220102082, 220102084, 220102085, 220102089, 220102091, 220102092, 220102093, 220102099, 220102100, 220102101, 220102102, 220102103, 220102106, 220102110, 220102112, 220102122, 220102123, 220102125, 220108002"
EE617,5404,"220108003, 220108005, 220108006, 220108007, 220108008, 220108009, 220108012, 220108013, 220108014, 220108015, 220108017, 220108018, 220108020, 220108026, 220108034, 220108035, 220108036, 220108037, 220108043, 220108044, 220108047, 220108048, 220108049, 220108052, 220108053"
EE617,5405,"220108054, 220108055, 220108057, 220108058, 220108059, 220108060, 220108061, 220108062, 220108064, 220108066, 220108067, 220108068, 220108071, 220108073, 220108074, 220121003, 246302003, 254102201, 254102202, 254102203, 254102204, 254102205, 254102206, 254102208, 254102209"
EE617,5406,"254102210, 254102211, 254102401, 254102402, 254102404, 254102405, 254102406, 254102410, 254102411, 254102413, 254102415, 254102417, 254102419, 254102420, 254161004, 254161006, 254101048, 246102106, 256101006, 256101021, 256102014"
EE619,L1,"256121102, 256121107, 220102005, 220102104, 220102105, 220102006, 220102008, 220102012, 220102013, 220102018, 220102023, 220102025, 220102028, 220102029, 220102033, 220102034, 220102036, 220102037, 220102039, 220102040, 220102044, 220102045, 220102047, 220102049, 220102059, 220102060, 220102063, 220102070, 220102071, 220102072"
EE619,L2,"220102073, 220102074, 220102075, 220102076, 220102078, 220102079, 220102080, 220102081, 220102082, 220102084, 220102085, 220102086, 220102088, 220102090, 220102091, 220102092, 220102093, 220102100, 220102101, 220102102, 220102103, 220102107, 220102108, 220102109, 220102110, 220102111, 220102114, 220102116, 220102118, 220102119, 220102121, 220102123, 220102124, 220108001"
EE619,L3,"220108003, 220108008, 220108011, 220108016, 220108022, 220108024, 220108025, 220108028, 220108029, 220108030, 220108032, 220108039, 220108051, 220108063, 220108069, 220108070, 220108072, 220108075, 220108076, 256102018, 256102022, 254102012, 254102209, 206151003 , 256101006, 256121008, 256121019, 256121025, 256122002, 256151005, 256153001, 256156004"
EE621,1203,"256102103, 256102104, 256102105, 256150102, 220102009, 220102015, 220102016, 220102018, 220102021, 220102022, 220102023, 220102024, 220102027, 220102030, 220102031, 220102038, 220102041, 220102042, 220102043, 220102048, 220102049, 220102050, 220102051, 220102052, 220102053, 220102054, 220102055, 220102057, 254161018, 254161020"
EE621,1204,"220102061, 220102062, 220102063, 220102064, 220102065, 220102067, 220102069, 220102077, 220102081, 220102087, 220102089, 220102092, 220102093, 220102094, 220102100, 220102102, 220102103, 220102106, 220102109, 220102110, 220102111, 220102113, 220102116, 220102122, 220102125, 220108008, 220108015, 220108018"
EE621,1205,"220108021, 220108035, 220108042, 220108044, 220108054, 220108059, 220108060, 220108073, 254102301, 254102302, 254102303, 254102304, 254102306, 254102307, 254102308, 254102309, 254102310, 254102311, 254102313, 254102315, 254102316, 254102317, 254102318, 254102319, 254102320, 254161001, 254161002, 254161003, 254161005, 254161008, 254161009, 254161011, 254161012, 254161014, 254161015, 254161016, 254161017"
EE622,1205,"256102103, 220102007, 220102083, 220102095, 210102014, 256102002, 254102301, 254102302, 254102303, 254102304, 254102306, 254102307, 254102308, 254102309, 254102310, 254102311, 254102313, 254102315, 254102316, 254102317, 254102318, 254102319, 254102320"
EE624,L1,"256102103, 256102105, 220102104, 220102001, 220102006, 220102008, 220102009, 220102010, 220102012, 220102013, 220102015, 220102016, 220102020, 220102033, 220102035, 220102037, 220102038, 220102041, 220102044, 220102051, 220102052, 220102053, 220102054, 220102073, 220102082, 220102094, 220102113, 220102116, 220102125, 220108002"
EE624,L4,"220108005, 220108006, 220108007, 220108012, 220108013, 220108021, 220108036, 220108049, 254102301, 254102302, 254102303, 254102304, 254102306, 254102307, 254102308, 254102309, 254102310, 254102311, 254102313, 254102315, 254102316, 254102317, 254102318, 254102319, 254102320, 216101102, 246102105, 256102016, 256150007, 254156009, 254156029, 254156026"
EE632,1202,"256102106, 256153101, 220102024, 220102027, 220102039, 220102046, 220102047, 220102070, 220102071, 220102072, 220102074, 220102078, 220102079, 220102083, 220102086, 220102088, 220102090, 220102115, 220102118, 220102121"
EE632,1203,"256102001, 256102019, 254102001, 254102002, 254102003, 254102004, 254102006, 254102007, 254102008, 254102009, 254102010, 254102012, 254102013, 254102014, 254102015, 254102016, 256102007, 256102017"
EE633,L2,"256102106, 220101018, 220101036, 220101110, 220102046, 220102077, 220102087, 220102095, 220102114, 220103036, 220103039, 220103054, 220103085, 220103119, 220103120, 220103121, 220104043, 220104053, 220104057, 220104110, 220106012, 220106053, 220106060, 220107046, 220107097, 220107103, 220108013, 220108018, 220108024, 220108052, 220108072, 220121002, 220121038, 220121041, 220121043"
EE633,L3,"220121050, 220121067, 220122029, 220122051, 220122055, 220123067, 220150005, 220150010, 220150013, 220150022, 230102009, 210101032, 254102001, 254102002, 254102003, 254102004, 254102006, 254102007, 254102008, 254102009, 254102010, 254102012, 254102013, 254102014, 254102015, 254102016, 246102108, 246102110"
EE637,5306,"256156101, 256102101, 256102106, 254102002, 254102003, 254102006, 254102007, 254102008, 254102009, 254102010, 254102012, 254102013, 254102014, 254102015, 254102016, 256101021"
EE640,L1,"220102056, 220102001, 220102002, 220102003, 220102010, 220102020, 220102025, 220102028, 220102034, 220102039, 220102040, 220102045, 220102059, 220102060, 220102071, 220102073, 220102075, 220102076, 220102084, 220102085, 220102086, 220102088, 220102090, 220102091, 220102099, 220102107, 220102108"
EE640,L3,"220102112, 220102114, 220102115, 220102117, 220102119, 220102120, 220102124, 220108024, 220108031, 220108061, 256102022, 254102201, 254102202, 254102203, 254102204, 254102205, 254102206, 254102208, 254102210, 254102211, 254102403, 254102407, 254102409, 254102412, 254102414, 254102416, 254102418, 256102007, 256156004"
EE643,5306,"220102002, 220102003, 220102117, 220102120, 256102018"
EE656,2201,"256102107, 256103106, 254102501, 254102503, 254102504, 254102507, 254102510, 254102512, 256103004, 256151004"
EE659,L1,"230102009, 254102506, 254102509, 254102512, 244102508, 244102511, 246102108"
EE660,L1,"220102032, 220108003, 220108009, 220108016, 220108017, 220108019, 220108020, 220108022, 220108027, 220108030, 220108032, 220108034, 220108037, 220108043, 220108046, 220108052, 220108053, 220108055, 220108057, 220108058, 220108062, 220108063, 220108065, 220108066, 220108067, 220108068, 220108070, 220108071, 220108072, 220108074"
EE660,L4,"200108034, 254351006, 254351013, 254102101, 254102103, 254102104, 254102106, 254102107, 254102108, 254102109, 254102110, 254102111, 254102112, 254102113, 254102114, 254102115, 254102501, 254102502, 254102503, 254102504, 254102505, 254102506, 254102507, 254102509, 254102510, 256102003, 256102012"
EE661,2203,"220102032, 220102035, 220102062, 220102083, 220102087, 220102095, 220102112, 220108005, 220108049, 220151001, 254102101, 254102103, 254102104, 254102106, 254102107, 254102108, 254102109, 254102110, 254102111, 254102112, 254102113, 254102114, 254102115, 254102502, 254102505, 256102012"
EE676,L1,"220108004, 220108010, 220108002, 220108006, 220108007, 220108009, 220108012, 220108013, 220108014, 220108015, 220108016, 220108017, 220108018, 220108019, 220108020, 220108021, 220108022, 220108024, 220108025, 220108026, 220108027, 220108028, 220108029, 220108030, 220108031, 220108032, 220108034, 220108035"
EE676,L2,"220108036, 220108037, 220108039, 220108042, 220108043, 220108044, 220108046, 220108047, 220108048, 220108051, 220108052, 220108053, 220108054, 220108055, 220108057, 220108058, 220108059, 220108060, 220108061, 220108062, 220108063, 220108064, 220108065, 220108066, 220108067, 220108068, 220108069, 220108070, 220108071, 220108072"
EE676,L4,"220108073, 220108074, 220108075, 220108076, 200108034, 220108005, 220108049, 254351006, 254351013, 254102101, 254102103, 254102104, 254102107, 254102108, 254102109, 254102110, 254102111, 254102112, 254102113, 254102114, 254102115"
EE692,5306,"256156101, 256102101, 210102014, 220102002, 220102003, 220102007, 220102022, 220102027, 220102031, 220102038, 220102046, 220102115, 220102117, 220102120, 220102122, 256102001, 256102019, 256102023"
EE696,L2,"256102106, 256153101, 230102050, 220102035, 230102034, 230102038, 230102044, 230102045, 230102047, 230102051, 230102054, 230102055, 230102057, 230102059, 230102060, 230102062, 230102065, 230102070, 230102073, 230102086, 230102105, 230102107, 230102111, 230102116, 230102117, 230102122, 230102125, 230106032, 230106063, 230106074, 230107046, 230107058, 230108003, 230108014, 230108016, 230108020, 230108035"
EE696,L3,"230108051, 230108053, 230108055, 230108058, 230108059, 230108060, 230108062, 230108065, 230108066, 230121004, 230121005, 230121011, 230121013, 230121014, 230121019, 230121022, 230121025, 230121028, 230121035, 230121038, 230121048, 230121049, 230121057, 230121060, 230121069, 230122007, 230122011, 256102002, 246102105, 256102013, 256121001, 256121007, 256121026"
EE1092M,2203,"250103011, 250103012, 250103031, 250103034, 250103039, 250103055, 250103075, 250103078, 250103086, 250103115, 250103118, 250104036, 250104052, 250104053, 250104056, 250104058, 250104067, 250104101, 250104116, 250106008, 250106038, 250106041, 250106050, 250107022, 250107023, 250107029, 250107041, 250121001, 250121006, 250121007, 250121013, 250121015, 250121017, 250121023, 250121025, 250121026"
EE1092M,2204,"250121046, 250121066, 250122006, 250122028, 250122030, 250122032, 250122033, 250122048, 250122054, 250122057, 250123042, 250151020, 250359010, 250359011, 250359018, 250359022, 250205007, 250205008, 250205045, 250205055"
EE1201H,L1,"250106001, 250106002, 250106003, 250106004, 250106007, 250106008, 250106009, 250106010, 250106011, 250106012, 250106013, 250106014, 250106015, 250106016, 250106017, 250106019, 250106020, 250106021, 250106023, 250106024, 250106025, 250106026, 250106027, 250106028, 250106029, 250106030, 250106032, 250106033, 250106034, 250106035, 250106036, 250106037, 250106038, 250106039"
EE1201H,L2,"250106040, 250106041, 250106042, 250106044, 250106045, 250106046, 250106047, 250106048, 250106050, 250106051, 250106052, 250106053, 250106054, 250106055, 250106056, 250106057, 250106058, 250106059, 250106060, 250106061, 250106062, 250106064, 250106065, 250106066, 250106067, 250106068, 250106069, 250106070, 250106071, 250106072, 250106073, 250106074, 250106075, 250106076, 250106077, 250106078, 250106079"
EE1202H,5301,"250121001, 250121002, 250121003, 250121004, 250121005, 250121006, 250121007, 250121008, 250121009, 250121010, 250121011, 250121012, 250121013, 250121014, 250121015, 250121016, 250121017, 250121018, 250121019, 250121020, 250121021, 250121022, 250121023, 250121024"
EE1202H,5302,"250121025, 250121026, 250121027, 250121028, 250121029, 250121030, 250121031, 250121032, 250121033, 250121034, 250121035, 250121037, 250121038, 250121039, 250121040, 250121042, 250121043, 250121044, 250121045, 250121046, 250121047, 250121048, 250121049, 250121050"
EE1202H,5303,"250121053, 250121054, 250121055, 250121056, 250121057, 250121058, 250121060, 250121061, 250121063, 250121064, 250121065, 250121066, 250121067, 250121068"
EE1203H,5304,"250122001, 250122002, 250122003, 250122004, 250122005, 250122006, 250122007, 250122008, 250122009, 250122010, 250122011, 250122012, 250122013, 250122014, 250122016, 250122017, 250122018, 250122019, 250122020, 250122021, 250122022, 250122023, 250122024, 250122025"
EE1203H,5305,"250122026, 250122027, 250122028, 250122029, 250122030, 250122031, 250122032, 250122033, 250122034, 250122035, 250122037, 250122038, 250122039, 250122040, 250122041, 250122042, 250122043, 250122044, 250122045, 250122046, 250122047, 250122048, 250122049, 250122050"
EE1203H,5306,"250122051, 250122052, 250122053, 250122054, 250122055, 250122057, 250122058, 250122059, 250122060, 250122061, 250122062, 250122063, 250122064, 250122065"
EE1204H,L3,"250123025, 250123043, 250123047, 250123001, 250123002, 250123003, 250123004, 250123005, 250123006, 250123007, 250123008, 250123009, 250123010, 250123011, 250123012, 250123013, 250123014, 250123015, 250123016, 250123017, 250123018, 250123019, 250123020, 250123021, 250123022, 250123023, 250123024, 250123026, 250123027, 250123028, 250123029, 250123030, 250123031, 250123032, 250123033, 250123034, 250123035"
EE1204H,L4,"250123036, 250123037, 250123038, 250123039, 250123040, 250123041, 250123042, 250123044, 250123045, 250123046, 250123048, 250123049, 250123050, 250123051, 250123052, 250123054, 250123055, 250123056, 250123057, 250123058, 250123059, 250123060, 250123061, 250123062, 250123063, 250123064, 250123065, 250123066, 250123067, 250123068, 250123069, 250123070, 250123071, 250123072, 250123073"
EE1205H,5405,"250150002, 250150036, 250150041, 250150001, 250150003, 250150004, 250150005, 250150006, 250150007, 250150008, 250150009, 250150010, 250150011, 250150012, 250150013, 250150014, 250150015, 250150016, 250150017, 250150018, 250150020, 250150021, 250150022, 250150023, 250150024"
